,Commment,Category
342,¿Es anti millenials porque es caja Manual????,1
344,400 mil pesos por un auto con suspensión trasera de eje rígido,1
346,empezaron a abaratar costos y lo primero fue la suspención. lo del ruido es una escusa muy mala.,1
348,es eje de torsión y punto,1
349,400 mil pesos y no tiene salidas de aire trseras y poco espacio trasero que mal,1
350,mejor una suspensión trasera independiente como las generaciones anteriores.,1
353,"*Materiales apenas óptimos para los más de 320,000 pesos q pagas *poco nivel de equipamiento (no cuenta ni siquiera con sensor de monitoreo de presión de llantas) *los limpiaparabrisas son más ruidosos de lo q limpian *habitáculo mal insonorizado *asientos incómodos para viajes de más de 1 hora *Tela en puertas ? *Ruidos interiores debido a su mal ensamble *Los vidrios delanteros crujen si van a la mitad (todas las versiones lo hacen) Infinidad de malos detalles que te percatas de ellos al mes de uso",1
354,"tiene buenos acabados pero No me convenció su diseño, como que es dificil de digerir,",1
355,El sonido de los plásticos del jaguar suena igual al del spark que manejo,1
356,"malos materiales mala ergonomía y espacios, diseño viejo y más caro que los Alemania",1
358,"es lento, pesado e incomodo de manejar. Es un auto para ir fuera de carretera y punto",1
359,"le falta muchísimos extras y la versión srx o limited es la verdadera full, 7 airbags, control de estabilidad, bloqueo de diferencial trasero, camara de retroceso etc.",1
360,"por 749,200 te compras una lobo doble cabina 4x4 y todavía te sobra pa la gas de unos 3 meses ??",1
361,En el exterior se ve una camioneta bonita pero te subes y tiene el equipamiento de un vento no es nada práctica y su precio es muy elevado y tiene muy poco espacio interior para los ocupantes traseros.,1
364,Jajaja 6 bolsas de aire un corolla tiene 8 y el Camry 10,1
365,Ese posillo equipado seguramente llegará con tracción delantera y la misma caja X-tronic CVT,1
366,Cvt... Misma potencia... Y aparte en su slalom a baja velocidad se noto un mal balanceo de la carrocería talvez no es totalmente malo pero esta muy lejos de los mejores de su segmento.,1
367,"La tecnología del motor es buena, pero el auto sigue siendo corriente.",1
369,"El diseño no es muy propósitivo, es muy simple. Nada sorprendente estos VW",1
370,Muy caro y con mucho plástico y poco equipamiento para el precio que tiene,1
372,"No me parece correcto que cueste más de 500 mil y no traiga cromo en los botones del aire (como audi), traiga plástico duro en las puertas de atrás,",1
373,Lo único que no me gusta es la palanca está enorme como la de un Tsuru 1 automático,1
374,"Mecánicamente kia no convence, gastan mucho combustible y no tienen buen desempeño",1
376,"mejor le metimos 50,000 más y compramos una perrona mazda 3 2019",1
378,y el consumo de gasolina por kilómetro es pobre para un carro moderno y de ese tamaño..,1
379,y con suspensión aún peor !,1
380,400 mil pesos y no tiene salidas de aire trseras y poco espacio trasero que mal,1
381,"tengo varios puntos malos 1 poco espacio en la banca trasera 2 no conexiones en la parte trasera 3 no salidas de aire en la parte trasera 4 suspensión de eje rígido, que concuerdo que mucha gente no lo notaremos pero se sabe que es mejor la independiente 5 el precio",1
382,"Otro auto más sin salidas de aire traseras ni conectores, al igual que jetta, civic y elantra",1
383,mejor una suspensión trasera independiente como las generaciones anteriores. Pero los Mazdetos felices con cualquier cosa.,1
385,"Lamentablemente casi todos los autos de Nissan. No puedo creer que el interior del March sea literalmente igual al de un Chevy C2 2005 jajajajajajaja. Hasta en Europa conocido como ""Nissan Micra"" es igual o peor de inestable que la Kicks Por lo que se ve, esta marca ya no tiene futuro.",1
386,"Ellos saben que pueden hacer mucho dinero vendiéndole a la gente con poco dinero. Y obviamente está excelente ver por esa gente también, pero lo que sí no se vale es que escatimen en la seguridad. Quitar barras contra impacto laterales y ofrecer versiones sin bolsas de aire y ABS simplemente es no tener madre. Como dices, la gente compra estos carritos por 1.- Facilidad en los créditos. 2.- Por inercia. La mayoría de la gente casi no sabe de carros. Simplemente si necesitas un coche nuevo y no tienes dinero ves qué coche hay mucho en la calle, anotas el nombre, ves que es Nissan, marca de ""confianza"" que lleva toda la vida en México, vas a la agencia te autorizan un crédito y sigues con tu vida normal. El problema es cuando un pecero se pasa un alto (cosa que casi no pasa verdad) y con que te pegue a 30 km/h en el costado ya te mató. Y sí, no todo en el March es malo, cuando salió todavía existía el Chevy, el Tsuru, coches aún peor que él.",1
387,Fijate que la Ram esta muy genial pero esa suspensión de aire no va a aguantar la friega... Ya las estoy viendo toda torcida en una brecha con un amortiguador reventado,1
388,"Cuando escuchamos Blazer esperamos una body on frame 4x4 que compita con la 4runner y la futura bronco, no un camaro en forma de SUV.",1
389,"me sigue gustando más la vitara boosterjet, mucho mejor desempeño dinámico, en su versión allgrip tracción en 4 ruedas llega a más de 200km por hora, siete bolsas de aire en todas sus versiones.",1
391,"Ibamos bien,hata que mostraste el detalle de freno y automatico,detencion del motor,creo que me sono a falla grave al futuro.",1
392,El sonido de los plásticos del jaguar suena igual al del spark que manejo,1
395,Espero que la otra swift sport no traiga refacción ahi abajo....,1
396,"En mi país la SRV viene con el motor 3.0 turbo-diésel con intercooler que le da un mejor desplazamiento y desempeño, no sé porqué Toyota decidió dejar de emplearlo en futuras generaciones.",1
397,"esta mucho mejor una np300 frontier diesel y mucho mas barata, una lobo lariat... etc",1
399,"La posición de manejo de ambos es muy diferente, en el hatchback sentía la cabeza pegada al techo y muy cerca del cristal del parabrisas, cosa que no paso en el sedán. Eso me hizo cambiar de opinión y quedarme con el sedán y estoy de acuerdo con alguien que comento aquí en el canal que las encuestas las contesta gente que no compra ya que si hicieran la prueba de manejo de manos coches, si siquiera visitaran la agencia se darían Cuénta de por qué el sedán se está vendiendo más.",1
400,"La parte trasera del HB es muy redonda, no me gusta!",1
401,"El problema de Nissan ,es que se aferra ala transmisión CVT en sus vehículos",1
402,"esperemos que para el mercado Mexicano cuente con mejor seguridad, 6 bolsas de aire, control electrónico de estabilidad ABS, mayor rigidez estructural",1
403,A ver si le sirve los tres pistones a Renault por qué a Volkswagen no le funcionó y a comparación del up. Ésta mucho mejor el kwid,1
405,"sin faros de niebla, poco nivel de materiales faltan muchas cosas en la parte trasera.",1
406,7.7km/L? No gracias! Y por 550mil.,1
409,"Por qué BMW , Mercedes y el resto de primium no usas eje rígido si es sinónimo de refinamiento? Aún en las versiones que privilegian el confort al desempeño.",1
410,"Ahora resulta que la suspensión rígida del nuevo Mazda, es milagrosa",1
412,Era obvio que la suspension trasera es inferior dinámicamente comparada con el modelo saliente.,1
413,"No trae el motor sk X, no tiene susp trasera ind, y hasta menos espacio interior,",1
415,"Otro auto más sin salidas de aire traseras ni conectores, al igual que jetta, civic y elantra",1
416,Hasta los autos chinos vienen con suspensión independiente trasera...y este Mazda…no....que pasa,1
417,Le faltaron detalles.para ser el más equipado una falla grande es la salida de aire trasera y las entradas de usb,1
419,"perdió el diseño refinado y estilizado por un diseño casi sin líneas,",1
420,"Cuando escuchamos Blazer esperamos una body on frame 4x4 que compita con la 4runner y la futura bronco, no un camaro en forma de SUV.",1
422,"esta nueva generación salio con defectos de soldadura en partes del chasis que se desprenden, busquen en internet y veran",1
423,ntonces el Golf GTI perteneciendo al siguiente segmento es igual de lento que el Swift Sport ya que tiene el mismo tiempo de aceleración de 0 a 100 en 8 segundos :v,1
424,"El Suzuki Swift Sport es el Honda Civic Type R del pueblo. Japonés, tracción delantera,5 puertas,motor 4 cilindros turbo, transmision 6 cambios.",1
425,"Se quejan de que el jetta no tiene salidas de aire y usb en la banca posterior y ni el mazda 3 tiene,tampoco el nuevo accord",1
426,"A México llegará con una bolsa de aire, sin abs, sin Cvt, sin la pantalla central, con tambores atrás, y con suspensión se eje trasero ,",1
427,"Déjenme adivinar, a Colombia llegará con sólo 2 miserables bolsas de aire y ABS. Nada mas, pero los rines y la pantalla si se la dejan para atrapar bobos",1
428,Transmisión manual de 5!!! en estos tiempos!!??? Automática de 4!!? en alguna versión!!??? Sin olvidar las porquerias de cajas CVT!!?? ?,1
429,todo muy bien salvo lo de la caja manual de 5 velocidades,1
430,"esperemos que para el mercado Mexicano cuente con mejor seguridad, 6 bolsas de aire, control electrónico de estabilidad ABS, mayor rigidez estructura",1
431,versiones R que no lo son y precios que no lo justifican para consumidores que siguen cayendo en la trampa.,1
432,"el hecho de que no tenga tanto salida de AC en la parte trasera asi como salidas usb atras, a estas alturas es un error imperdonable de parte de VW.",1
433,"Ya muy pasado de moda para señores, interiores de plastico",1
434,los primeros GLI e inclusive el Jetta Clásico GLI son mejores y a un precio más accesible en sus respectivas épocas.,1
435,asi es lo mismo que un 370 o un mustang para un 4 cilindros,1
436,"400 mil pesos por un auto con suspensión trasera de eje rígido, es un robo",1
438,"como voy a creer, que la suspencion de eje rigido es mejor :/",1
440,Bueno retrocedió por la suspensión pero sigue estando más caro. Mejor un Accord SPORT. Ni el burro con llantas del mazda 6. Tiene más arranque el spark que ese mazda 6. Ah pero los mazdetos creen que traen un premium jajajaja,1
442,"de paso, por el precio ni en su versión más equipada incorpora un espejo electrocromico y tampoco salidas de aire para los ocupantes traseros (cosa que un Kia Forte si tiene) ¿Quien en su sano juicio compraría un Civic Touring antes que un Jetta GLI, un Mazda 3 Turbo o un Forte GT?",1
443,El Kia sí tiene control de crucero inteligente. 2) El Honda NO tiene monitor de punto ciego del lado izquierdo.,1
445,"No siempre los cambios son para mejorar, el exterior se vé más simplón, el frente se ve que lo cambiaron para reducir costos, igual la parte trasera, de tener un auto que se distinguía de los demás, pasó a ser uno más del montón.",1
446,Dieron 2 pasos hacia atrás en el diseño .,1
447,"casi todo igual, cambios estéticos por 5 mil dólares más; los gringos ven algo de 3 mil dólares más y no lo compran, teniendo tanto poder adquisitivo. Espero que no se animen a pagar 100 mil más sólo porque es a pagos chiquitos",1
448,"Le quitaron lo juvenil, deportivo, diseño propositivo.",1
449,"2 caballos más que la generación pasada, un diseñó con labio leporino del frente y un Jetta de la parte trasera, un sistema de entretenimiento que vale más que todo el interior (menos mal tiene algo copiado de Tesla) por 579,000 pesos? Consideran que enserio lo vale?",1
450,"Con este diseño, aun se hará una versión type R? Se verá muy raro....",1
451,ese interior me recuerda mas a un auto de Dodge que de Honda.,1
452,"Me gusto mas este diseño a comparacion del 2021, le faltan detalles para justificar ese precio.",1
454,De frente parece un Lancer por los faros y por atrás parece un Corolla,1
460,"Wow, como las cosas se abaratan conforme se desarrollan, antes 12 sensores de estacionamiento solo en Mercedes de alta gama, ahora el carrito de lata puede tener sus buenos frenos de tambor, y aun así tener el set de 12 sensores.",1
461,"En Colombia la venden con opción de caja manual de 6 marchas, 4x4 con el motor turbo, y se maneja muy bien con esa configuración la verdad, parece que les limitaron las versiones en Mexico.",1
462,"juraría que desea vernos muertos, al grado de poner airbags más pequeñas en los Sandero, motores de 1.3 litros en vehículos pesados como el Duster y si a eso sumamos que los mismos directivos dicen ""no les vendemos más por qué sus gobiernos tercermundistas no lo exigen"", la verdad estamos muy mal, pero aún así vaya que nuestro corazón tiene forma de rombo, pero esta vez si se pasaron de lanza y muy feo, con los números el comportamiento es predecible, pero vaya ¡ya tiene porta brazos derecho! No me gustó el juego óptico trasero.",1
464,"MI hermano tenía la versión anterior, año 2018, sonaba todo lo que tocabas.",1
465,"Mientras que el Kwid y Kangoo son autos durables y buenos para su precio, los Renault/Dacia tienen todo tipo de problemas con el sistema eléctrico, el aire acondicionado, puertas descuadradas, pintura defectuosa y mal ensamble.",1
466,En Argentina la venden diésel 1.4 turbo 4x4 viene de Colombia y la seguridad es la misma ?‍♂️acá a chile llega la brasileña solo 1.6 tracción 4x2...,1
468,"El cargador para los lugares de atrás está escondido pero está, esta atrás de la banca trasera por la tercer ventana y sí adolece de seguridad",1
469,No entiendo un auto tan grande sin unos decentes posa botellas .,1
470,"Ya no entiendo éso de la potencia, yo tuve una Duster, 2018, 2 litros 4 cilindros automática y lo de la potencia... estaba pal perro, incluso en ciudad, no tenía ni para ""cuidar mi lugar"" en mi carril manejando, incluso en ciudad hacer un rebase requería de revolucionar el motor mucho, mucho! Ahora con ése motorsito para el peso de esa camioneta pues...",1
471,"Muy triste escuchar de una canal como este y de una persona como el, que sabe mucho de carros, que esa Duster tenga bondades....cuando saco 0 estrellas en Latin NCAP, tecnología de hace 20 años, motores lentos, acabados de plástico casi chino, cero confort, cero sensores, ...... Responsable es decir que Renault se enriquece a costillas de la poca información de los latinoamericanos.",1
472,"Que tal. Tengo hatch back 2019 y ya por garantía le cambiaron el brazo de la direccion, spoiler trasero, tapa de la cajuela, se descompuso la chapa de la cajuela y se tardaron 5 meses en tenerla disponible. Terminaron por cambiar toda la tapa de cajuela. Ahorita la misma cajuela hace ruido como si fueras en una caribe 82 con la tapa suelta.",1
473,"difícilmente me da mas de 9 km/l, aunque en carretera si me ha llegado dar hasta 17 km/l, pero es mas lo que conduzco en ciudad, así que por el momento no me tiene satisfecho en ese sentido",1
474,"Solo 2 bolsas de aire.... solo la maquillaron Motor mas pequeño, con solo 5 cambios en la transmisión... un paso para atrás.",1
476,"yo no entiendo a las marcas que ponen calaveras led y no faros led, cuando son mas importantes los faros que las primeras.",1
478,"La consola sigue estando muy abajo no está bien ,se tiene que bajar mucho la vista",1
479,La buena es la turbo de 154equinos....ya que por su pesola de 115hp...no tiene el desempeño adecuado...ahora bien en contratiene que solo presenta 2 airbags...y la suspencion trasera que no es independiente.,1
480,lastima solo dos bolsas de aire por lo otro se la ve mucho mejor,1
481,"Esta camioneta ya la tenemos en Colombia, pero también viene con las misnas 2 bolsas de aire a comparación con un kwid que tiene 4, eso no me gusta.",1
484,gran motor pero lastima que no venga de serie con las 4 bolsas de aire se quedo atras con la competencia,1
485,"No debe llevar 6to cambio. Porque es un camioneta. Tiene el centro de gravedad alto, es inestable a alta velocidad y en curvas.",1
486,Mantener los mismos 2 airbags no es evolución,1
488,"lastima que este moderlo aun llegando despues de siglos de estar en otros mercados, llega con una caja manual de 5 velocidades.",1
489,Buen tren motriz lástima de carrocería! (muy lanchón),1
490,Por qué el interior de todos los jettas tienen el mismo olor,1
491,Solo 230 km de autonomía con un poco más de medio tanque!?,1
492,"El clúster digital de los Seat es el mismo ? o tiene funciones diferentes? Porqué dicen que comparado con un GTI, éste GLI es una ganga",1
493,"primero con ya no producir transmisión manual en México, ni traerlo con la versión 2 puertas y sobre todo con el precio elevadísimo, pero ya hacer un GTI con la misma potencia que un Jetta GLI si cagaron feo a un emblema de la marca como el Golf.",1
494,"me caga que vw solo se ven masomenos en la versiones tope antes estan del navo, ESE MOTOR Y ESA TRANSMISIÓN SUPER MALOS vw solo vive de la fama de antes xD :v",1
495,tiene sistema de escapes con válvulas como el Golf GTI que se pedorrea,1
496,"Cuando consideras que por 13% más puedes conseguirte un Mazda 6 Signature con el 2.5 Turbo, con esos interiores, con la misma calidad en los asientos traseros, con una p*!a salida de AC atrás... se nota que es una estafa.",1
498,El hecho que no exista una versión con transmisión manual me hace descartarlo por completo.,1
499,"y un turbo así como un cluster digital. Perfectamente los puedes comprar por separado y te sale mucho más barato, te ahorras esos casi 90,000 extra.",1
503,el cluster de instrumentos no es cluster de info entretenimiento por ese motivo no lo pusieron,1
504,Pues el interior es igual que la golf,1
505,Bisagras de la cajuela expuestas enserio,1
506,"Como dicen todos uno de los mejores GLI fue el Bora mi familia lo tuvo no lo llegué a manejar era muy pequeño después se vendio y se compró el el TDI equipado, era 2007 y traía suspensión en la cajuela y no esas gansuas feas, asientos en piel, desempeñante en todos los vidrios hasta laterales, rines 17 pulg. que se lucían mucho mejor que esos, llanta perfil bajo, suspensión trasera independiente la caja DSG era una chulada en altas revoluciones en bajas pateaba como todas, el motor diésel 1.9 turbo era bastante bueno también y el consumo ni se diga y frenaba super bien un dia me toco frenar de 170 a alto total se ve atravesó un trailer en carretera y pise a fondo y en todo momento tuve el control del carro no patino ni coleo ni 1 cm. Nada una chulada me encantaba ese carro",1
507,"Sin salidas de aire traseras, sin usb, plásticos duros ademas de feo! Etcc etc pfffffd",1
509,"Los que compren este auto tienen que saber que esta 700 (fiat strada) esta echa sobre la plataforma del Fiat MOBI (Segmento A) de muy mala calidad para ser justos. Pude subirme a esta strada y es muuuy angosta y chiquita en el interior , lo que es logico sabiendo que es MOVI con una caja. Y lo aclaro , NO se hace sobre la base del argo/cronos. Se fabrica sobre la base del MOVI",1
510,como pretenden que lleve carga si con ese motor apenas y puede moverse ella misma,1
511,"este es un producto 90% de Fiat con apenas un 10% de ram (solo los logos) lo mismo sucede con la ""ram"" 1000 que es una Fiat toro..",1
512,Al parecer ya no viene con el bloqueador de diferencial,1
513,"La versión anterior tiene mejor potencia que la tornado y el motor es 1.6 pero tiene torque le cargamos 700 kg y anda bien,",1
514,"porque un motor basura como ese de 1.3 litros sólo llega a 98 hp si lo fuerzas mucho a altas revoluciones y por ende más compresión en esa porquería. Todavía tienen el descaro de no ponerle turbo, y peor aún sabiendo la ??? que produce Fiat, no será sorpresa que empiecen a descomponerse rápido",1
515,Yo pensaba que traia un torque mas destacable y que era traccion trasera,1
516,"No me gusta tanto el frente, demasiado grande esa parrilla para mi gusto",1
517,"¿QUÉ LES COSTABA PONERLE EL MOTOR 2.0 de 145 HP y 145 lb pie del Sentra?, con ese motor sin duda sería una mejor opción, sin embargo con esta motorización NO vale 453 mil pesos, ojalá nadie compre las 2 versiónes mas equipadas",1
518,Esta padre pero por espacio me voy por Sentra .,1
519,Yo tuve el 2017 muy bueno sobretodo en consumo de combustible pero pero pero pero el funcionamiento de su caja de velocidades si fue una patada en las hue... Tuve que cambiar año siguiente de suv,1
520,"a parrilla vmotion, muy muy pero muy frágil. Tiene más resistencia un Tupperware",1
522,"Casi medio millón de pesos?? ??? con ese precio, motor y caja no se venderá. Con lo que vale me compro una VW Taos",1
524,"Ese vehiculo necesita un motor mas potente, 118 caballo de fuerza se quedan cortos para cuando vas con 4 ocupantes y maletas, es un peligro rebasar.....",1
526,Recibió 1 estrella de calificación en el Euro Ncap ⚰️ directo a la basur,1
527,El motor no es malo es *MALÍSIMO*,1
528,"Muchos dicen que es malo por qué sacó solamente una estrella en seguridad. Sacó una estrella por qué no tiene bolsas de aire en las ventanas por su techo corredizo, y le faltan algunas asistencias electrónicas,",1
529,"casi 600mil pesos por un auto con motor de podadora, calidad promedio y con muchísimos faltantes en equipamiento",1
530,Y sus tomas de aire en la parte de atras? Como aqui no dicen nada? en todos lados mencionan Jetta y Forte sin tomas traseras y a este no le dicen nada? Retrovisor manual en la version mas equipada? USB tipo A ninguno tipo C?,1
531,"de paso, por el precio ni en su versión más equipada incorpora un espejo electrocromico y tampoco salidas de aire para los ocupantes traseros (cosa que un Kia Forte si tiene) ¿Quien en su sano juicio compraría un Civic Touring antes que un Jetta GLI, un Mazda 3 Turbo o un Forte GT?",1
532,"que tiene freno autonomo de emergencia con deteccion de peatones, alerta inteligente de colision frontal, asientos en piel, descansabrazos en la parte trasera, encendido remoto de motor, conexiones tipo c que es lo que hoy se usa, monitoreo de presion de llantas, faros full led, suspension trasera independiente, camara 360, alerta de trafico cruzado, advertencia de cambio de carril, alerta inteligente para el conductor, 10 bolsas de aire y la opcion de elegir un segundo color para el techo. todo esto que la version base de ese civic no tiene.",1
534,"Siguen con sus asientos en tela corrientes, son malisimos..",1
535,el precio elevado no punto ciego no cargador inductivo no luz de ambiente haciento sin aire calefactable para que sin memorias de haciento lo único bueno el sonido bosse,1
537,El mismo motor que la generación anterior,1
538,Solo me gusto las salidas de aire acondicionado ? el resto parece un retroceso en diseño,1
539,y no le pueden poner salidas de aire a los asientoa traseros q autos de la mitad de precio si le ponen,1
541,Por ese precio ni loco antes un Camry,1
542,Pedir 580mil y ponerle un espejo retrovisor manual y quitarle los sensores de punto ciego? Suerte con la venta,1
543,"Diseño exterior: horrible Diseño interior: muy bien Costo / beneficio: relativamente mal *Creo que KIA Forte GT, VW Jetta y Hyundai Elantra más equipado son mejores*",1
544,Al pasajero de en medio de atrás se le van a enfriar los huevos con esas ventilas.,1
545,"Y se me hace muy raro que por ese precio ni siquiera tenga quemacocos o asientos de piel. No cabe duda de por qué el mercado se inclina cada vez más hacia los koreanos y recientemente, hasta los chinos.",1
546,"No sé si es mi imaginación o es el color blanco, pero parece como un rompecabezas, las líneas del armado del espacio son muy gruesas. Pareciera que lo puedes desprender sin problemas",1
547,unas llantitas mini con pequeños rines . Equipo básico . Y no Inova en nada. Mismo motor . Viene de India solo este se venderá en países subdesarrollados.etc. prefiero un Jetta o un Corolla .,1
548,"y usa llave de navaja , tablero analógico y 4 bolsas , UNA BURLA",1
549,"a peor omisión es la falta de bolsas de aire de cortina (una chevroleteada). No tiene encendido por botón (irrelevante dirian algunos), solo dos cabeceras en el asiento trasero? No tiene descansabrazos trasero? No tiene adroid auto? Por un precio similar o incluso inferior agarras un Kia Forte GT Line, Mazda3 iGT, Nissan Sentra SR, Jac J7 Limited, Elantra Limited, Honda Civic i-style (un poco caro) todos creo yo, mejores que este Cavalier... no veo como justificar su compra sobre cualquiera de sus rivales.",1
552,"con 4 bolsas de aire, sin ajuste telescópico de volante y un etc. extenso, sinceramente está lejos no solo del jetta, de casi todos de ese segmento. Súmenle que Chevrolet es experta en desaparecer coches de la noche a la mañana, no gracias.",1
553,"Veo que ha evolucionado bien, pero el nombre ""Cavalier"" merece más. Me hubiera gustado más potencia y sobre todo más seguridad activa y pasiva. No sé, es lo que pienso.",1
555,"que no traiga encendido de botón, aire automático, espejo electrocromico ni sensor de lluvia la verdad no vale la pena ni voltear a ver a chevrolet... deja mucho que desear con sus carros ya",1
558,"No es posible que por ese precio den solo 4 bolsas de aire, cuando el Onix ofrece las 6 en todas sus versiones. Muy mal Chevrolet!",1
559,"Visualmente mejoró y se actualizó pero el hecho que tenga 4 bolsas de aire lo deja fuera de la competencia, honestamente no me parece lógico que el onix tenga mayor seguridad siendo un segmento inferior.",1
560,"on solo 4 bolsas de aire para comenzar, pasando por el infoentretenimiento, solo Apple, la parte trasera ni una salida de aire o conexión de nada etc. Solo el motor es el que da la cara pero no es suficiente, queda a deber bastante",1
562,"o bueno: el diseño Lo malo: literalmente todo lo demás, seguridad y equipamiento de autos de 250mil pesos, calidad de auto de 180mil pesos, mecánica aceptable y sobretodo un precio superior al nivel de autos infinitamente superiores como Corolla, forte, Sentra y Jetta",1
563,"con interior de un sonic premier, híbrido con otros, caja automática por lo cual para manejos de ciudad en cuanto consumo vas a gastar 9km por litro, que es caso lo mismo que un Porsche, y todo este engaño por casi medio millón de pesos?!? Hace 4 años el Malibu más equipado tenía aproximadamente el mismo precio y son de dimensiones totalmente distintas en cuanto a entrega de producto... Lamentable la decadencia y descaro de los productos de Chevrolet",1
565,"Me gusta el diseño exterior y no esta mal para lo necesario el motor, pero Chevy sigue con ese tema de calidad baja en la mayoría de sus autos en temas de diseño interior (más que nada tablero) y materiales, yo espero muchísimo más de la marca.",1
568,Carísimo a lo mejor será por su turbo eficiente jajaja Cómo si los demás autos que tienen turbo no son eficientes.,1
569,"tan solo con traer llave normal a mi me perdio, por el precio un Mazda es mucho mejor, no niego q el cabalier es bonito por fuera pero el precio asusta y aun no es halloween !! Saludos !!",1
570,"calidad general, sistemas de seguridad , equipamiento… hay mucho mejores ofertas en el mercado.",1
571,"Me llama la atención que sea tan caro con plásticos duros, encendido con llave, AC manual y walkie talkie!!!",1
573,"4 bolsas de aire, encendido tradicional, ninguna ayuda adicional extra ala generación pasada y todo esto por más de 400 mil pesos, Nmms díganme cualquier visión, VW, Mazda, Nissan, cualquiera de esos por ese precio te dan muchísimas cosas más en cuestiones de seguridad audio y de más.",1
576,"Es caro tiene pésimo equipo de seguridad parece por dentro un baic en el tablero de hecho hasta suena emocionado del auto , es feo por fuera y por dentro ! El mg5 elegance cvt cuesta menos que está porquería y tiene mejor todo de defensa a defensa y en equipo años luz pero eso no lo mencionan",1
578,Camioneta? Es un polo con plásticos negros.....,1
580,"Lo bueno: motor turbo, tecnología, diseño. Lo malo: falta de equipamiento de confort (piel, full led, QC), habitabilidad, precio. Lo feo: hecha en Brasil ?? ¡Saludos, Kons!",1
581,Muy poca potencia,1
582,"El motor no es del todo nuevo, pues el toledo ya desde el modelo 2018 lo trae y da buenos consumos y buena potencia",1
583,"No es una camioneta, es un crossover (CUV). ? Una camioneta es un vehículo de carga",1
584,"No van a ofrecer una versión con un motor que valga la pena? Me encanta el diseño, pero ese motorcito de juguete, siendo sinceros, no sirve para nada ?",1
586,Sufre mucho en el despegue y eso que tiene buen torque,1
587,Súper completo para su precio pero súper incómodo en la parte trasera,1
588,"Vivo en São Paulo, tuve que cambiar la Nivus por una X1 por qué hay muchas cosas que decepcionan dejando de lado el motor. Nivus Highline: Si bien tiene buenas amenidades, estas son opacadas por la calidad de los materiales, es decir, parece como si hubiesen reciclado el plástico de los Nokia 5120 para hacer el interior, todo lo q puede tocarse es del plastico mas c#lo hecho por el hombre, si bien los asientos de la mayoría ahora son de plastipiel, en el nivus se nota de lo que son al tacto y a la vista. Ahora los asientos de atrás, los asientos de atrás son perfectos para llevar en viajes cortos a alguien que te deba dinero, suegras, archienemigos o gente con síndrome de treta-amelia. L",1
589,Motor 1.6 naturalmente aspirado: motor viejo y sin chiste que tiene una aceleracion muy lenta Motor turbo 1.0: motoe nuevo que mueve bien el auto pero le cuesta un montón arrancar xD Solución: motor 1.6 turbo,1
590,"Nadie: Marcas de autos: le quitan un cilindro y le ponen turbo* Los que prueban los autos: oh, interesante mecánica, buen auto.",1
592,"Si llegara con un motor más potente arriba de los 150-170 hp y con mejores materiales podría ser un producto interesante. Sobre si sustituirá a la ninungueada T-Cross tengo mis dudas, si bien es un producto más atractivo por diseño, su espacio trasero es limitado y eso cuando buscas una ""camioneta"" puede ser un factor decisivo, ya se vio en la CH-R de Toyota que fracasó. O en la CX-3 que ha sido eclipsada por la más amplia (aunque aún algo reducida) CX-30. A como va a llegar con ese motor anemico y esos materiales solo tendría sentido por debajo de los $400.",1
593,"ahora resulta que hasta un VW Polo inflado (popped up), es un SUV. Y con tantos SUV en su portafolio VW (oferta), están saturando el mercado con ocurrencias. Por qué no aprender a los koreanos con su oferta de productos bien definidos por segmento y con SUVs qué sí tienen tamaño y prestaciones de SUV?! Y del precio estimado, ni se diga... carísimo para lo que es (motorcito). Vender un SUV-subcompacto es un oxímoron.",1
594,"con ese motor sin fuerza y transmisión automática no la veo buena para nada, motores pequeños se desgastan más rápido que uno grande, aparte por el turbo hay que ponerle gasolina premium aunque VW diga que no",1
595,"Calidad de ensamble de un país jodido, fallas en la bomba de gasolina, rebabas en los plásticos, ruidos, motor anémico, transmisiones viejas. ¿Quien se atreve a comprar esa porquería para tercermundistas? Compren CALIDAD, MAZDA, Honda, Toyota mínimo. Si no después ni se quejen que mandan pura basura.",1
597,"No es comercial, pero el motor de la Toyota chr es del doble de cilindrada (2.0 lts) sin turbo y rinde en carretera 16.5 km/lt cuál es la ventaja de este motor tan pequeño turboalimentado",1
