,Commment,Category
312,"definitivamente mejor voltear a ver un Versa, yo personalmente escogería la versión Advanced manual y casi es el mismo precio",1
313,"En general todos los productos de Nissan subieron de precio, y siento que quieren compensar las pérdidas de años atrás en los sobre precios que tiene la mayoría de sus productos, y es la misma historia con VW",1
315, las primeras dos versiones en TM son las que valen la pena ya los otros están bastante caros,1
317,"Conclusión: Sólo compren march en versiones medias o de entradas, si piensan en la equipada mejor compren el versa, claro si saben comprar",1
318,"El detalle es que no solo es el March o la marca Nissan, es toda la industria automotriz. Los precios de los coches nuevos se han elevado demasiado en comparación del poder adquisitivo del mexicano. Por eso la compra-venta de seminuevos está creciendo tanto. Ahí hay más valor por tu dinero, aunque el riesgo sea mayor.",1
319,"Creció el precio, pero literalmente es el mismo coche, no cambio absolutamente en nada solo en el precio",1
322,"Si de los más caros, por ese dinero un tal vez un río, un ibiza, yaris u onix...",1
323,"Con el precio que cuesta este auto, mejor compro la X-trail 2017 no será del año y nuevo, pero da mejor rendimiento y confort.",1
325,Un march de 304 mil?? Por 30 mil más tienes un Suzuki Swift Sport con turbo y mejor equipo,1
326,"Por 4,000 mil pesos MENOS te compras un Duster basico…",1
329,"Creo que cierta marca americana dijo, si los japoneses venden 1,000 de esos Jimny en 2 horas, hay que enseñarles quién es el rey del todoterreno.",1
330,El Jeep se ve increíble pero yo en mi caso preferiría el Suzuki Jimmy más que todo por su mecánica muy confiable y facil de reparar,1
331,"l problema es Suzuki como Marca. Tiene demasiada demanda del jimny y poca oferta. Comprar ese auto es casi como pedir de favor que te vendan uno, quizá es estrategia de mercado pero creo que sí no se ponen las pilas la gente se va a cansar de esperar y buscará por otro lado.",1
332,"La comparación correcta seria una jimny con un wrangler sport 2 puertas. Asi ambos tienen el mismo numero de puertas, ninguno tendria diferenciales bloquebles y las amenidades en el interior son mas similares. Tambien la diferencia de precio no seria tan grande.",1
333,Es una gran equivocación al decir que el Wrangler es el mejor 4 x 4. El Mercedes clase G es lo mejor de lo mejor en 4 x 4!,1
336,"Nadie con la capacidad económica para comprarse un jeep compraría un jimny... Y todos los que no puedan comprarse un jeep dirán: por la mitad del precio los mismo, prefiero el jimny, son iguales, etc etc etc etc ?????",1
337,Es la T-Cross Coupe con motor turbo (mismo que debió traer la T-Cross),1
338,Si es wolksvagen es Jetta versión nivus por las pantallas y equipamiento y plásticos duros como GT.,1
339,"No sé, pagar casi 500k por un 3cil que tiene problemas de acelración, creo que me iría por un GTi de 2 o 3 años anteriores, o cualquier otro seminuevo.",1
340,Prefiero la Kia Sportage actual en su versión inicial,1
341,"T Cross es el gol, nivus es el polo, taos es el Vento, Tiguan es el Jetta, Terramont es el pasatt, los mismos modelos pero todo ahora en camioneta.",1
342,"Por $450,000 pesos, recibes un Kia Forte GT Hatchback 2022, con nuevo rediseño, motor 2.0, asistencias de conducción, pantalla de más de 10”. Nivus muy padre por fuera, Pero con muchas deficiencias por dentro, y falta de equipamientos, y no se olviden de los servicios postventa VW ?, en fin.",1
343,Motor 1.6 naturalmente aspirado: motor viejo y sin chiste que tiene una aceleracion muy lenta Motor turbo 1.0: motoe nuevo que mueve bien el auto pero le cuesta un montón arrancar xD Solución: motor 1.6 turbo,1
344,No entiendo porqué alguien pagaría eso por esa “camioneta” teniendo dentro de la misma marca el jetta por ejemplo,1
345,"En Argentina no se lo considera SUV, ni mucho menos una “camioneta”, porque no lo es, sino más bien un hatch levantado (crossover). De hecho tiene prácticamente la misma altura al piso que un polo, pero el diseño de la carrocería le da ese estilo cross",1
346,El error más grande de vw fue matar el motor 1.2L 4 cil. Era un motor buenísimo para el mercado de latinoamerica ahora tienen productos interesantes pero los motores decepcionan,1
347,"En lo personal tengo sentimientos encontrados con VW. Pienso que la marca discrimina a nuestro país ,y no reniego del costo del vehículo reniego del equipamiento con el que lo mandaron, el gran error de VW es no habernos mandado el vehículo como se vende en otros países de Latinoamérica, no importa el precio que hubiese costado. Es al igual que Peugeot con Rifter Etc. El punto es la igualdad de mercados ,pero queda claro que para Volkswagen somos un mercado pobre e ignorante que no nos enteramos de lo que se vende en otros países.",1
349,ara ese precio me hizo falta equipamiento o motor .... su diseño muy bien algo clásico de Volkswagen pero!!! el precio para mi gusto hubiera sido de 250 a 270 mil pesos....,1
350,"El objetivo del Sentra no era ser rápido; era ser fiable, económico, amplio, en su segmento...",1
352,"No creo que ese precio sea el adecuado solo por el espacio vas a pagar esa cantidad? Por seguridad regular, materiales mediocres, pésima garantía equipo mediocre no bye hay mucho mejores opciones en el segmento incluso dentro del grupo Volkswagen como es el caso del SEAT Ibiza.",1
353,esta muy sobrevalorado este producto vw y los autos alemanes son excelentes pero a ese precio es una exageracion,1
354,"frenos de tambor, y ahora está bien? Y no se puede todo en la vida?, Siempre crítica la seguridad, y hay más carros con mejor seguridad.Ve lo que da en el mercado original ese carro, ve lo que da otras marcas como Kia o Hyundai con el Rio o Accent. Bonito carro, pero le faltó equipamiento. Definitivamente hay mejores opciones.",1
355,"Me gusta mucho VW, pero deben aceptar que cada vez nos ofrecen vehículos más caros con menos equipo y el Virtus es el claro ejemplo de esto",1
356,". A falta de 2 bolsas de aire más. A falta de 2 discos de freno más. A falta de una consola central con aire a plazas traseras. Si hubiera aumentado 10k + su precio. SERIA el gran rompedor de ventas. A falta de todo eso, será un carro más de empresa sobrevalorado por compras de flotillas.",1
357,Por 15 mil más un forte o Corolla con el mismo equipo y más potencia seguridad y es un segmento superior.,1
358," mil veces mejor opción Corolla: Mas seguridad activa y pasiva, confiable, duradero, equipado, cómodo, eficiente, más potente mejor valor/precio, mejor servicio posventa, servicios económicos y mejor valor reventa;",1
360,Mejor el hyundai accente o kia rio mas ekipados ke cuestan lo mismo ke el basico del virtus,1
361,"La verdad el Virtus está muy caro, por 300k mejor un Elantra 2019 de 297k",1
362,Este auto no es la nueva generación del Vento???? Xq no decirlo desde un principio,1
363,"Por ese precio, Jetta es quien canibalizara al pobre Virtus. Lo condenaron al fracaso :(",1
364,"El kia rio que compramos por 55k menos tiene mas equipó, seguridad y garantía que está cochinada. Rio 2017",1
366,"ALV Ese precio y armado en Brasil, NO gracias, creo que le gana el sentimentalismo de que es armado en su país de origen, esta vez si se vio muy vendido a vw",1
367,"Muchísimo Mejor el Ford Figo, Honda City, Toyota Corolla, Mazda 2, Kía Río y Hiunday Accent.",1
368,Es culpa de Nissan y también de la gente,1
371,La hilux es muy diferente a la de argentina con la de Tailandia. La de argentina tiene mucho más equipamiento y lujo aparte ese no es la más nueva hay una 2019 !,1
372,Definitivamente los europeos no saben nada de pickups. Para eso están los americanos y los japoneses copiones.,1
373,Esta camioneta esta sobrevalorada al igual que Jetta,1
374,En México ya son inalcanzables estás SUV,1
375,Claro como los autos de su segmento no le hacen ni sombra no queda más que comparar al Mazda vs Mazda aver quién gana,1
378,Nissan debería traer a México el Micra de Europa... porque el March actual está medio feito..,1
379,La misma gata nomás revocada si sigue montado en el chasis actual del versa o en cual? Por que el versa es horrible la sensación de manejo todo el ruido exterior entra y no se diga el motor y eso de que será grata el equipo de seguridad está por verse no dudo que tenga 6 bolsas y el paquete obligatorio para nuestro país pero como siempre todo caerá sobre el precio dudo mucho que sea bueno,1
380,Más bien sería... El ataúd con ruedas se renueva por completo*** Hasta que Nissan porfin le dió una nueva generación al horripilante Versa actual.,1
381,El Renault Kwid tiene un faltante muy importante que es el ESP y un quinto cinturón de seguridad inercial,1
382,Me gusta Volkswagen !!! Pero los últimos modelos se sienten muy baratos !!! Y con precio premium,1
383,La Ford F-150 se ríe de este ataúd con ruedas el cual ha tenido bajas calificaciones en varias pruebas de impactos c:,1
384,Esta entre las mejores camionetas pero para mi la mejor es la ram 1500,1
385,Muy bonita claro que si..GMC ..pero en lujo DODGE RAM Limited o Long Horn?? se lo lleva a opinion de muchos !,1
387,No me gusto mucho esta generación ?? la verdad me quedo con el GLI de 2014 ??,1
388,pro el mismo precio me compro un LEON CUPRA CON 60 HP MAS!!!,1
389,Creo que nos soy en único que piensa que un Cupra a FULL concierne mucho pero mucho mas que este GLI,1
390,VW creo que se esmero por mucho en algo....en darle en toda la Mauser al Jetta,1
391,Un kia con equipo de seguridad,1
392,Paso lo del Bora con el Jetta,1
394,Si quisiera todas las cosas que pides iría a una muebleria y compraría un juego de living room.,1
395,Nissan es una de las compañías automotriz más grandes en el mundo y aún no pueden introducir una nueva generación en todos los mercados.,1
396,"Está bastante bien la Cheyenne, pero le falta más equipamiento alv.",1
397,"6 bolsas de aire, wow?????!! Aire Ac automático, cámara de reversa!! Por esa lana de compras una Vitara Turbo con Tracción Integral y 4 modos de manejo, 7 bolsas de aire, Carplay, Android Auto, Caja automático de 6 velocidades, mil veces más ágil y con mejor rendimiento de combustible y más barata que esta Touring! Lo único bueno de HRv, es la cajuela , nada más.",1
399, por eso le gana la F150 Platinum y la Ram 1500 limited.,1
400,"	Un auto que cuesta 60mil de lo que vale, motor chico, transmisión lenteja, suspensión famosa por ser malísima,y seguridad mediocre por menos de 400mil, las susuki siguen siendo las mejores del segmento si ignoras los plásticos baratos",1
401,"No mames por ese precio mejor una Cx9 o una 5008, o esperen que llegue la Subaru ASCEND (EVOLTIS). Esa sí que vale cada centavo",1
403,"Depreciación del 71%!!!! Con lo que vale ya compras a6, serie 5, clase e....",1
404,Este auto solo solo es para farolear la marca,1
405,el precio debe ser por nombre más que por calidad del producto,1
406, El que tenga un jeep y no sea para llevarlo fuera de carretera es desperdiciarlo tal cual quien tiene un Mustang pero no le gusta la velocidad.,1
407,"Yo tengo esa misma jeep pero de 4 puertas, y para tener ese vehiculo es recomendable tener dos autos, ya que cansa andar todos el dia en ese vehículo es un poco incomoda , me cansa demasiado, tuve que comprarme un Accord 2016 para no andar todos el tiempo en el Jeep. Pero lo que mas me gusta es que esa -jeep es 2 en una ya que son convertible",1
410,vw esta sobrevalorando los precios de sus vehiculos,1
411,"791,000"" MXN Me gusta la camioneta en sí, pero si no la voy a utilizar para uso rudo o levantando “ mostrencos” prefiero comprar una Ford EGE Sport que vale 750,000.MXN",1
412,si quieres una buena camioenta y no quieres gastar mas de 700 mil una tacoma todas mejores que este vento 4x4,1
413,"esta mucho mejor una np300 frontier diesel y mucho mas barata, una lobo lariat... etc",1
414,"Por 100 mil pesos más, mejor se puede adquirir una lobo, tundra incluso Ram y no está porquería de ventó hecho pick up",1
415,"hay lobos o cheyenne doble cabina y 4x4 mas baratas que amarok, esos si son europrecios",1
416,divertido y cvt como que no van de la mano. A primera vista sigo prefiriendo un Mazda 6 signature,1
417,"Más caro que el Mazda 6 y el Honda Accord, transmisión cvt... La tiene muy difícil",1
418,El único bueno es el GTr pero no a todos les alcanza para uno. Ahora hay mejores opciones en el mercado. Incluso mazda es mejor. Toyota. Y no se diga honda.,1
419,Q bien q lo cambieron porque el versa anterior esta orrible su diseñ,1
420,Muchos cambios pero también el precio se va a las nube,1
423,"Para lo que cuesta y te ofrece, los asiáticos ofrecen mucho más. Desde hace años VW nos queda debiendo, ya que siempre nos trae las sobras de Europa.",1
427,Esta entre las mejores camionetas pero para mi la mejor es la ram 1500,1
429,Creo que el León Cupra es mejor opción por el mismo precio pero 290hp en vez de los 230HP del Jetta,1
430,7.7km/L? No gracias! Y por 550mil... Mejor me quedo con mi suzuki swift Sport,1
431,"Hay muchas cosas en seminuevos mejores con $515 mil, hasta un bmw m235i 2017 sin pedos",1
434,"Tener tablero digital para ponerle el que se parece al análogo jajajaja por eso las marcas ni se los ponen, es un gasto innecesario",1
435,"6.6 km/lt NO es un consumo promedio, eso es lo que te dan los V8, el defecto de los coreanos es el consumo en todos sus autos",1
437,Está caro mejor un Jetta de entrada por ese precio,1
438,"300,900 pesos, que se saquen a la chingada, hay muchísimas opciones mejores hasta un forte básico es mejor que este",1
441,"La línea de la carrocería pudo variar un poco, pero perdió la suspensión trasera independiente que antes sí tenía, es el mismo motor, misma caja, mismo equipo (casi). Mazda siempre dice que SkyActive es una plataforma completa no sólo el motor, así que basicamente estamos hablando del mismo mazda 3 de antes, de la nueva generación sin el motor por el asunto de la calidad de gasolina.",1
444,La mejor es la GMC Sierra Denali la ram no tiene power y la ford es desechable y te dejara apie en cualquier momento.,1
445, LA CHEYENNE ES LA MÁS RESISTENTE... NOMAS LE FALTA LA. OPCIÓN DEL 2.7 TURBO AQUI EN MEXICO Y VA A VOLAR DE LAS AGENCIAS.,1
446,"	A mi ver quedó a deber, le quedó grande el nombre de Blaze",1
447,Espero que la suspención de haya mejorado ya que yo trabajé en honda y las quejas por la suspención de HRV eran incontables camionetas de 5 días de nuevas con 700 km ya en taller con temas de cambio de suspención.,1
448,"6 bolsas de aire, wow?????!! Aire Ac automático, cámara de reversa!! Por esa lana de compras una Vitara Turbo con Tracción Integral y 4 modos de manejo, 7 bolsas de aire, Carplay, Android Auto, Caja automático de 6 velocidades, mil veces más ágil y con mejor rendimiento de combustible y más barata que esta Touring! Lo único bueno de HRv, es la cajuela , nada más.",1
449,Mejor compro una kia esportage 2016 y no esto q cuesta mas q una mini suv.,1
450,"Con esa feria mejor un subaru xv, mucho mejor vehículo en todo sentido.",1
451,"Claro, la estrella a una camioneta que si quieres 6 bolsas de aire tienes que pagar más de $400000.",1
453,"Por el precio, Mejor un S4",1
454,"Depreciación del 71%!!!! Con lo que vale ya compras a6, serie 5, clase e....",1
455,El problema no es comprarlo sino venderlo porque nadie te lo comprara.,1
458,"Los suzuki swift siempre han sido caros, no creo que valgan la pena",1
464,"Por 100 mil pesos más, mejor se puede adquirir una lobo, tundra incluso Ram y no está porquería de ventó hecho pick up",1
465,Prefiero la frontier.,1
466,"el producto presentado muy elevado de precio, como comentan ya por ese precio tienes mejores opciones en el mercado, tipico de vw, tomandole el pelo a los mexicanos, yo creo por eso se ven muy pocas en la calle.",1
467,"hay lobos o cheyenne doble cabina y 4x4 mas baratas que amarok, esos si son europrecios",1
469,"se D20 seria una buena opción si no fuera Baic. Creo que que el March es el que gana,ya que el Beat tiene el motor muy pequeño. Por cierto que le pasa a Fíat con ese auto tan caro y motor tan pobre,y también a Dodge con ese auto de motor rascuiche y precio elevado. Me parece que seria una buena opción el Jac si hablamos de mas de 200mil.",1
471,"El problema de Altima es que en su segmento existe Mazda 6, Camry, Fusion, Sonata, etc.",1
473,"Déjenme adivinar, a Colombia llegará con sólo 2 miserables bolsas de aire y ABS. Nada mas, pero los rines y la pantalla si se la dejan para atrapar bobos",1
474,"Para Nissan, México representa el mercado donde recupera lo perdido en otros. Ya verán las mamadas con que saldrán respecto al auto.",1
475, que no les den atole con el dedo XD y el precio ya me imagino se los van a querer vender como un BMW,1
477,Conociendo a Nissan este carro va a salir con otro nombre y más caro para conservar el Versa viejo.,1
478,"Lo malo de Nissan que para México mete pura mala calidad en sus autos parecen latas con motor, los comparas con los que vende en EUA y nada que ver uno con otro, esperemos que traiga mejor seguridad, frenos de disco en las 4 ruedas, que el motor tenga potencia y que el ruido del exterior no se escuche en el interior",1
480,Espero no se apendejen y quieran vender este coche carísimo con el equipamiento de un tsuru. Lo tienen que hacer competitivo mas aún que es diseño nuevo.,1
482,"Esta muy bien logrado este nuevo serie 3, será una muy buena opción para volver a comprar un BMW pero jamás comprar un Mazda ""casi premium"" jajaja",1
483,Creo que el León Cupra es mejor opción por el mismo precio pero 290hp en vez de los 230HP del Jett,1
484,Mejor me quedo con mi suzuki swift Sport,1
485,"Hay muchas cosas en seminuevos mejores con $515 mil, hasta un bmw m235i 2017 sin pedos",1
487,"pero yo no pagaría por ese GLI 1,000 veces mejor un Audi A3 Sedan S line...",1
489,Mejor un Mazda 6 por un poco más de dinero pero más carro !,1
490,"Por este carro su precio de 527,000.00 pagas lo Mismo por un Altima equipado sin turbo , un accord Sport 1.5, y otros similares , el valor de este auto es q por este precio traes el motor de 240hp, audio de firma, piel napa, ventilación asientos delanteros, cortinas para sol traseros, postes a-b-c, en tipo gamuza , la relación valor precio excelente, ",1
491,Está caro mejor un Jetta de entrada por ese precio,1
494,"Yo creo que de ser así, la debería de considerar Bmw en su división M o Mercedes en Amg",1
496,"ara mi no vale la pena cambiarlo por este ""nuevo modelo"". Además de que ya son tan comunes como los jettas y eres uno más con mazda 3",1
497,"Yo no entiendo por qué justificar errores del coche, que son bastantes",1
498,muchos premium lo único que tienen del calificativo es el elevado precio por un equipo pobre!,1
499,"es un auto barato con acabados así apantallantes, que si se analizan con frialdad, fácilmente se puede ver que no son nada premium, casi sin equipamiento, en resumen, es apariencia.",1
500,se me hace estar viendo el mismo coche 2018 pero con un exterior más refinado. Las calaveras son las mismas de siempre. ,1
501,"me esperare haber si llega el nuevo motor X y de paso que tenga la suspensión independiente, el manejo era divertido y tiene que seguirlo siendo, tendrían que buscar otras formas para mejorarlo no quitandole piezas que son importantes en fin, espero ver la prueba del Alce",1
503,lo siguen comprando por ser la opción fácil y “segura”. Mientras los consumidores no exijan mejores productos seguirán existiendo autos como estos.,1
504,"Ahora resulta que la Blazer ya es ""deportiva"" y no Off road, que sigue? un Camaro Pick up?, jajajaja",1
505,"En ese orden, mucho te fijas en la calidad del interior y para mi eso no es relevante desde mi punto de vista prefiero q me den más espacio, más altura libre al suelo, más diseño, mejor suspensión y más equipo. Por su tamaño no parecen de su segmento parecen de un segmento inferior por ejemplo que una Creta o Duster y obvio q te dan más interior suave y lujoso si cuestan 8mil a 10 mil dólares mas que su competencia y encima son mucho más chicas.",1
506,Mejor compro una kia esportage 2016 y no esto q cuesta mas q una mini suv.,1
508,"Por el diseño se destaca, pero en realidad para ese segmento mejor los alemanes",1
509,Subestimado o sobrestimado ? Realmente esos carros son muy populares pero verdaderamente de muy baja calidad .,1
512,"Los suzuki swift siempre han sido caros, no creo que valgan la pena",1
513,Lujo!!!! Para un buen espartano!!! Jaja. Habrá que ver si logra hacer honor a su nombre en la durabilidad y prestaciones técnicas. Para lujo.... mejor un cajón de manzanas.,1
514,"No mamen, mejor una Saveiro que te carga casi lo mismo.",1
515,"¿Qué pasa con volskwagen? Buena mecanica, pero sus diseños atrasados nada prácticos, en europa más de lo mismo.",1
516,. definitivamente hay mejores opciones por dicho precio y mejor aún donde se puedan bajar de una forma más cómoda los asientos traseros.,1
517,"el producto presentado muy elevado de precio, como comentan ya por ese precio tienes mejores opciones en el mercado, tipico de vw, tomandole el pelo a los mexicanos, yo creo por eso se ven muy pocas en la calle",1
518,"No le veo nada de parecido a la KIA Sportage ni Mazda CX5 como dicen varios, mas bien parece una Porsche Macan con los faros traseros de la RAV4.",1
521,"Coincido contigo, si se parece a la KIA Sportage, creo que ya saben quién está dando más competencia",1
522,"¿Enserio Ford pretende ""colocarse como uno de los referentes de la categoría"" con esta Escape con diseño aburrido y sin chiste? Perdió toda su identidad, este nuevo diseño es muy generalista.",1
523,Me iría por el beat o por el igniz por lo menos se ven juveniles y bonitos ¯\_(ツ)_/¯,1
524,"El Mazda 6 lo supera en calidad. Lo siguo viendo con algunos acabados regulares, típicos de Nissan.",1
525,"De seguro más caro, para los presumidos!!!! sé parece al Kia forte!!",1
526,"Para Nissan, México representa el mercado donde recupera lo perdido en otros. Ya verán las mamadas con que saldrán respecto al auto.",1
527,Lo único igual a este modelo de EUA que nos llegará a mexico será el volante jajajajaja,1
528,Pues no es la gran cosa se parece al Yaris del toyota tipo boludo,1
529,Conociendo a Nissan este carro va a salir con otro nombre y más caro para conservar el Versa viejo,1
530,Nissan debería traer a México el Micra de Europa... porque el March actual está medio feito...,1
533,Espero no se apendejen y quieran vender este coche carísimo con el equipamiento de un tsuru. Lo tienen que hacer competitivo mas aún que es diseño nuevo.,1
534," Es una lástima que en México es complicado adquirir una, no por la solvencia, sino por que teniendo una de esas, eres blanco preferido de la delincuencia",1
535,"Ya a Chevrolet lo que le falta es renovar la Colorado, que ya se está haciendo vieja.",1
536,"Excelente pick up , pero ahora resulta (Luis Sillas) q es de nacos traer una pick up en ciudad sin carga!!!",1
538,La verdad me gustan mas los d la generacion pasada 2012-2018.,1
539,"El mejor GLI fué el bora, mas bonito y en sus años hacía pedazos aun a carros mas recientes",1
540,El jetta ahora es un carro sobrevalorado por esos precios puedes conseguir mejores autos,1
541,o pro el mismo precio me compro un LEON CUPRA CON 60 HP MAS!!!,1
542,"El jetta se murió desde hace 2 generaciones, no por nada abundan mas en las calles las generaciones anteriores que las 2 ultimas, solo los mas fans de vw compran el jetta.",1
543,nos soy en único que piensa que un Cupra a FULL concierne mucho pero mucho mas que este GLI,1
544,"Estará muy bonito pero yo no pagaría por ese GLI 1,000 veces mejor un Audi A3 Sedan S line",1
545,A mí me gusta vw pero no al nivel de ser un vagueto alabando cada producto que sacan. Decir que es el mejor de la historia es ser muy vendido.,1
546,"de hecho si vemos el Camry sport se ve más brioso y lleno de vida y vaya que este es un auto feo y aburrido,de verdad me desepciono por mucho WV y vaya que yo desde mi primer Caribe 82 soy fiel a la marca y he tenido el gusto de tener tres Jetta de diferentes generación. WV se hizo harakiri y enterró vivo a su auto insignia,basta con ver al rededor en las calles ves más kia, Mazda y honda.",1
547,"Pues muy rico y todo, pero creo que ya hay mejores opciones que el jetta. Y eso lo dice un vagueto que siempre ha defendido toda la vida a VW...",1
549,"No....pues no, KIA llego, vendió a buen precio y ahora los kiamaniacos creen que traen un BMW, nada que ver",1
550,"Un auto con motor 1.6 hasta 300,000? Ya mejor juntar para un golf comfortline no?",1
552,"La suspensión independiente es mejor que la de eje de torsión ? Si, entonces por qué Mazda la adoptó ? Por cuestión de costos , punto, no hay justificación , en ese apartado hubo un retroceso .",1
553,"Ahora resulta que la suspensión rígida del nuevo Mazda, es milagrosa. Yo creo que de ser así, la debería de considerar Bmw en su división M o Mercedes en Amg ",1
554,"El mayor atributo de Mazda al día de hoy es su estética y la sensación de lujo pero y ya. Le falta equipamiento tecnológico, amenidades, sus ""súper avanzados"" motores Skyactiv te dan un consumo mediocre. O sea no están mal pero tampoco te dan tanto por tu dinero",1
555,"Yo no entiendo por qué justificar errores del coche, que son bastantes",1
557," ps no me convence, realmente el zoom zoom era lo que la gente que compraba a mazda le gustaba, incluyéndome a mí, creo que no debe de perder su esencia, al menos eso es lo que yo creo, esa suspensión le daba más seguridad, puntos que muchos evalúan, y la verdad si creo que es un retroceso, me esperare haber si llega el nuevo motor X y de paso que tenga la suspensión independiente, el manejo era divertido y tiene que seguirlo siendo, tendrían que buscar otras formas para mejorarlo no quitandole piezas que son importantes en fin, espero ver la prueba del Alce. ",1
558,Se volvió un auto ya de precio de medio millón y no creo que los valga creo que un A3 de entrada con suspensión independiente sería una mejor opción ya con servicios incluidos por 2 años,1
559,"Se me hacia mas bonito el interior de la generación anterior. Ahora está muy cuadrada y muy señorial, me parece un poco soso el diseño.",1
560," el civic no puede contra su peor enemigo: 80 mil pesos de diferencia. En lugar del civic, mejor un mazda 6 carbon o un toyota camry xle y te sobra para pagar el seguro y mantenimientos por unos dos años.",1
562,"Deberían de considerar las pruebas de frenado autónomo ya que los dos lo tienen, son pruebas que no todos ocupariamos al manejar pero para mostrar cuál es mejor o así",1
563,Por ese precio un GLI y ya!,1
565," las versiones tope de corolla y forte GT line Version mas equipada más cara que un GLI bastantemente superior Honda espera que su producto fracase o confía mucho en los honderos , que irónicamente son pocos los que tienen el dinero para comprar ests generación",1
568,A como van los precios ese honda civic touring en 2026 próxima generación rondará por los $ 720 - $ 740 mil peso,1
570,El diseño es subjetivo y a mi parecer esta mejor el del Kia. En ensamble tal cual lo dijeron uds estan muy parejos y Kia viene mejorando. Por motor y caja creo el Kia es mejor auto y ademas estando por debajo el precio es muy claro que es el mejor del segmento. No se que trae Honda que cada vez infla mas sus precios sin estar justificado en equipo o manejo,1
571,En casi todo por precio esta mejor Forte.,1
572,En definitiva el forte,1
574,"en calidad general en motor, transmición, suspensión y tecnología no hay como honda?",1
577,Ijole muy caro!! Un Mazda 6 carbón edition mil veces,1
579,O nosotros nos estamos volviendo más pobres o los coches realmente están subiendo sus precios de una manera absurda. Pero por el precio de este coche preferiría optar por un mazda 3,1
580,"No mms por el precio ya mejor un Jetta GLI, Mazda 3 turbo, forte GT, Mazda 6, o el Accord",1
581,Muy elevado el costo. Hay mejores opciones con ese costo,1
582,Este civic nueva generación llegó muerto y con el precio se terminó de enterrar,1
583,"Lo veo de costado y por detrás y si no fuera por el logo, pensaría que es un audi.",1
584,Hasta ahorita sólo conocía un error de Los japoneses atacar pearl harbor.... Hoy su segundo error es haber hecho un Honda Civic poco propositivo con un precio inicial de casi al tope de Gama de un Toyota corolla nada que ver mil veces me compro un mazda3 un corolla o un Jetta que irme por esta versión de los Civic,1
585,"	Mientras no sea cómo Mazda, que vende autos demos o usados como nuevos, todo está bien.",1
586,Esta llegando el momento donde la gente ya no comprara carros nuevos por su excesivo precio,1
587,En 2016 te comprabas un bmw serie 3 ahora eso cuesta un pinche civic.... al rato un pinche spark va costar 500 mil pesos,1
588,"¿Por qué eleva la categoría?, si se puede encontrar algo mucho mejor por el medio millón que ese auto cuesta.",1
589,Prefiero un 208 o una 2008. Mas diseño y mejor propuesta.,1
590,"un paso atrás respecto a la generación anterior, buen interior y su punto más flaco es el precio, que por mucho menos de eso te traes un mazda 3 que le da mil vueltas en diseño y con casi la misma confiabilidad.",1
591,Honda solo hace que aumenten los precios en el segmento. Así pasó con el anterior.,1
592,No cambio tanto?? Como no! jaja parece que este coche fuera la generación anterior y que la anterior fuera la nueva.,1
593,"	El Mazda 3 sedan tiene alma, este Honda se ha vuelto aburrido",1
594,"	No dudamos de la calidad, durabilidad y reventa de Honda, pero por ese precio hay opciones mejores: Kia Forte GT 1.6 turbo de 200 caballos, con toda la suite de seguridad, con una caja DCT (doble embrague) o caja manual, un poco mejor de espacio y creo que es suficientemente confiable. Ya puedes llegar a un Jetta GLI (sin ayudas a la conducción), pero con un mejor motor y manejo. Y por menos dinero, la versión tope de Versa (con toda la suite de seguridad), un Onix Premier (con motor turbo), etc. Sé que no son del mismo segmento, pero son buenas opciones, son seguras y más económicas. El que puede comprar, que lo haga. El Civic es un productazo",1
596,"	Me parece que está CARISIMOOOO, ya me imagino los seguros de 30 mil pesos, a mi gusto lo hicieron muy conservador, cosa que no me gusta para el Civic",1
597,"Ami en lo particular ya se me hace un abuso los precios de esos carros honda,Mazda,Jetta. Etc mejor por ese precio un Mercedes clase E 2018 o 19",1
598,Ahora resulta que ya todos quieren ser “premium” ?,1
600,"no justifica el incremento tan alto! En precio, Retrocedió honda con este diseño. Mucho mejor la versión anterior",1
601, El precio es ABSURDO con eso te puedes comprar un Mazda 6,1
603,"	Esta carisimo!!!, con ese precio un auto mejor, de atrás parece jetta.",1
604,"Con el.precio de este coche me compro una np 300 frontier, gracias honda mejor voy por una camioneta",1
605," mismo motor, creo que Jetta sigue siendo la mejor opción, aunque me duela aceptarlo.",1
606,Seré el único que piensa que limpiar toda el área del aire acondicionado sería terrible,1
607,"	Mas de 400 hasta casi 600 mil por un sedán con look simplón... y luego lloran del porque las SUV seguirán siendo una mucho mejor opción. Yo pagaría máximo $315 mil y me estoy arriesgando. El único sedan que me enamora es el Volvo S60, te lleva mas haya de un Señor, te hace un Caballero.",1
608,"Soy afortunado en tener la versión anterior, tenía pensado actualizarlo, pero al acudir a la agencia y ver la nueva línea quedé decepcionado, no sólo por la imagen sino también por el precio, definitivamente no compraría el nuevo civic, estoy pensando en darle oportunidad al KIA Forte GT",1
610,"Por mas que lo veo, me parece mas un accord actual que una evolución de Civic, siento que Honda esta reciclando la plataforma del accord para este ""nuevo"" civic, no digo que sea malo, per ya no es un coche juvenil.",1
612,"Muy bonito y buen equipamiento, de los mejores del segmento, pero su precio no le ayuda, si el precio tope fuera de 490,000 podría ser el mejor del segmento.",1
613,"Me gusta y no a la vez,me gusta el diseño y todo pero no me gusta porque es muy bajo",1
